Show,lectura,sent_idx,oracion,n_clips_3s,clips_3s,Prolongation,Block,SoundRep,WordRep,Interjection,NoStutteredWords,Unsure,PoorAudioQuality,DifficultToUnderstand,NaturalPause,Music,NoSpeech,cobertura,clip_oracion,EpId,start_s,stop_s,dur_s
LPJM,Lectura 4,17,"Por su lado, los docentes deben informarse sobre las condiciones de sus alumnos, en vista de adaptar su contenido y sus estrategias.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_05_12_27_s017.wav,2020-05-27_05_12_27,187.226,196.173,8.946
LPJM,Lectura 4,18,"De otro lado, una relación en la que los padres confíen en que los profesores brindan el contenido de calidad que sus hijos necesitan.",1,22,0,0,0,0,0,1,0,0,0,0,0,0,0.237,LPJM_2020-05-27_05_12_27_s018.wav,2020-05-27_05_12_27,196.173,205.69,9.518
LPJM,Lectura 5,0,Motociclistas anuncian marcha nacional,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s000.wav,2020-05-27_06_56_07,2.29,9.3,7.01
LPJM,Lectura 5,1,Saldrán a las calles a protestar contra el proyecto de ley que prohíbe el desplazamiento de estos vehículos con dos o más ocupantes.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s001.wav,2020-05-27_06_56_07,9.3,17.28,7.98
LPJM,Lectura 5,2,La Asociación de Motociclistas del Perú anunció una marcha nacional para este jueves 11 de julio.,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0.384,LPJM_2020-05-27_06_56_07_s002.wav,2020-05-27_06_56_07,17.28,25.1,7.82
LPJM,Lectura 5,3,Esto luego de que la Comisión de Defensa Nacional y Orden Interno del Congreso de la República aprobara el proyecto de ley que prohíbe el desplazamiento de una motocicleta con dos o más ocupantes.,2,"5,6",0,0,0,0,0,2,0,0,0,0,0,0,0.319,LPJM_2020-05-27_06_56_07_s003.wav,2020-05-27_06_56_07,25.1,43.909,18.809
LPJM,Lectura 5,4,"El proyecto de ley, que es impulsado por el congresista Clayton Galván de Cambio 21, también obliga a los conductores a usar casco con el número de la placa de la moto.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s004.wav,2020-05-27_06_56_07,43.909,59.432,15.524
LPJM,Lectura 5,5,"Según el parlamentario, “la medida se justifica por la gran cantidad de delitos que se cometen con estos vehículos”.",1,9,0,0,0,0,0,1,0,0,0,0,0,0,0.385,LPJM_2020-05-27_06_56_07_s005.wav,2020-05-27_06_56_07,59.432,67.228,7.795
LPJM,Lectura 5,6,"José Luis Huamán, presidente del gremio de motociclistas, calificó esta propuesta legislativa como absurda y discriminatoria.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s006.wav,2020-05-27_06_56_07,67.228,76.87,9.642
LPJM,Lectura 5,7,“Mostramos nuestro total rechazo sobre esta medida que es discriminatoria porque solo se toma el tema del motociclista y no en general.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s007.wav,2020-05-27_06_56_07,79.05,89.734,10.684
LPJM,Lectura 5,8,Esto no va a solucionar el tema de la inseguridad.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s008.wav,2020-05-27_06_56_07,89.734,94.964,5.23
LPJM,Lectura 5,9,"Estamos estudiando una posible denuncia contra algunos congresistas por discriminación a los motociclistas”, declaró José Huamán a Perú21.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_06_56_07_s009.wav,2020-05-27_06_56_07,94.964,105.657,10.694
LPJM,Lectura 5,10,"La marcha se llevará a cabo desde las 7:00 p.m. y la concentración en Lima será en el Campo de Marte, en Jesús María, para luego dirigirse por otras calles del Centro de la capital.",1,15,0,0,0,0,0,1,0,0,0,0,0,0,0.213,LPJM_2020-05-27_06_56_07_s010.wav,2020-05-27_06_56_07,105.657,119.73,14.072
LPJM,Lectura 6,0,Mercedes Araoz renunció a la vicepresidencia de la República y pide elecciones generales,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0.619,LPJM_2020-05-27_08_31_29_s000.wav,2020-05-27_08_31_29,6.65,13.994,7.344
LPJM,Lectura 6,1,"“Espero que mi renuncia conduzca a la convocatoria de elecciones generales en el más breve plazo por el bien del país"", dijo en sus redes sociales.",2,"2,3",0,0,0,0,0,2,0,0,0,1,0,0,0.501,LPJM_2020-05-27_08_31_29_s001.wav,2020-05-27_08_31_29,13.994,24.74,10.746
LPJM,Lectura 6,2,"Un día después de haber asumido como presidenta encargada del Perú, Mercedes Araoz, a través de las redes sociales, anunció que renunció irrevocablemente al cargo de Vicepresidenta de la República.",5,"5,7,8,9,10",0,0,0,0,0,4,0,0,0,0,0,0,0.723,LPJM_2020-05-27_08_31_29_s002.wav,2020-05-27_08_31_29,24.74,41.18,16.44
LPJM,Lectura 6,3,"En una carta que fue dirigida al presidente de la Comisión Permanente del Congreso, Pedro Olaechea, Araoz indicó que con su salida del cargo, espera que se convoque a las elecciones generales lo más pronto.",2,"11,12",0,1,0,0,0,1,0,0,0,0,0,0,0.197,LPJM_2020-05-27_08_31_29_s003.wav,2020-05-27_08_31_29,41.18,59.86,18.68
LPJM,Lectura 6,4,"“Espero que mi renuncia conduzca a la convocatoria de elecciones generales en el más breve plazo por el bien del país"", precisó la exviceministra argumentando que la razón fundamental de su decisión es que “se ha roto el orden constitucional en el Perú”.",4,"22,23,24,25",0,0,0,0,0,4,0,0,0,0,0,0,0.445,LPJM_2020-05-27_08_31_29_s004.wav,2020-05-27_08_31_29,59.86,80.88,21.02
LPJM,Lectura 6,5,También señaló que declina del encargo que se le otorgó cuando el Pleno del Congreso anunció la suspensión del mandatario Martín Vizcarra y ella juró como presidenta.,4,"27,28,29,32",1,0,0,0,0,3,0,0,0,0,0,0,0.717,LPJM_2020-05-27_08_31_29_s005.wav,2020-05-27_08_31_29,80.88,95.116,14.236
LPJM,Lectura 6,6,"“Cumplo con declinar del encargo conferido al renunciar al cargo de vicepresidenta constitucional de la República”, señaló.",1,36,0,0,0,0,0,1,0,0,0,0,0,0,0.311,LPJM_2020-05-27_08_31_29_s006.wav,2020-05-27_08_31_29,95.116,105.778,10.661
LPJM,Lectura 6,7,"Asimismo, detalló que tras el pronunciamiento de la Organización de Estados Americanos (OEA), que señaló que el Tribunal Constitucional (TC) debe pronunciarse sobre la situación política, “no hay las condiciones mínimas para ejercer el encargo que me dio el Congreso de la República”.",5,"37,38,39,40,42",1,1,0,0,0,3,0,0,0,1,0,0,0.608,LPJM_2020-05-27_08_31_29_s007.wav,2020-05-27_08_31_29,105.778,127.38,21.602
LPJM,Lectura 6,8,"En ese mismo sentido, Mercedes Araoz indicó que, durante su carrera pública, siempre ha preferido defender sus principios antes que “intereses personales” o su “popularidad como política”.",2,"44,48",0,0,0,0,0,2,0,0,0,0,0,0,0.355,LPJM_2020-05-27_08_31_29_s008.wav,2020-05-27_08_31_29,127.38,144.27,16.89
LPJM,Lectura 7,0,"Conozca los nuevos horarios del Metropolitano, los Corredores Complementarios y el Tren Eléctrico",2,"0,1",0,0,0,0,0,1,0,0,0,0,0,0,0.635,LPJM_2020-05-27_08_36_38_s000.wav,2020-05-27_08_36_38,2.27,11.203,8.933
LPJM,Lectura 7,1,"Servicios extenderán sus horarios ante cambio del toque de queda hasta las 9:00 p.m. Ante la ampliación del estado de emergencia, la Municipalidad de Lima informó que tanto el Metropolitano como los Corredores Complementarios tendrán nuevos horarios a partir de mañana, 25 de mayo.",2,"2,4",0,0,0,0,0,2,0,0,0,0,0,0,0.265,LPJM_2020-05-27_08_36_38_s001.wav,2020-05-27_08_36_38,11.203,35.04,23.837
LPJM,Lectura 7,2,"Los servicios troncales y las rutas alimentadoras funcionarán de 5:30 a.m. a 9:00 p.m., en sus recorridos habituales.",1,11,0,0,0,0,0,1,0,0,0,0,0,0,0.225,LPJM_2020-05-27_08_36_38_s002.wav,2020-05-27_08_36_38,35.04,48.38,13.34
LPJM,Lectura 7,3,"Los expresos 1, 2, 3, 8, Súper Expreso y Súper Expreso Norte operarán en la tarde hasta las 8:00 p.m. Las puertas de las estaciones se cerrarán a las 9:00 p.m., hora en que inicia el toque de queda a nivel nacional.",6,"15,16,18,19,20,21",0,0,0,0,0,6,0,0,0,0,0,0,0.709,LPJM_2020-05-27_08_36_38_s003.wav,2020-05-27_08_36_38,48.38,70.287,21.907
LPJM,Lectura 7,4,HORARIO DE LOS CORREDORES COMPLEMENTARIOS,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.085,LPJM_2020-05-27_08_36_38_s004.wav,2020-05-27_08_36_38,70.287,74.009,3.721
LPJM,Lectura 7,5,"En el caso de los Corredores Complementarios, el horario será de 5:30 a.m. a 9:00 p.m. en sus rutas normales.",3,"23,24,26",0,1,0,0,0,2,0,0,0,0,0,0,0.762,LPJM_2020-05-27_08_36_38_s005.wav,2020-05-27_08_36_38,74.009,85.4,11.391
LPJM,Lectura 7,6,"La comuna metropolitana recordó a los usuarios que deberán mantener la distancia mínima de un metro al momento de ingresar a cada paradero, así como al momento de abordar los buses.",2,"29,30",0,0,0,0,0,2,0,0,0,1,0,0,0.387,LPJM_2020-05-27_08_36_38_s006.wav,2020-05-27_08_36_38,85.4,100.92,15.52
LPJM,Lectura 7,7,Los pasajeros solo pueden viajar sentados dejando un asiento libre y deben usar mascarilla de manera obligatoria.,2,"34,36",0,0,0,0,0,2,0,0,0,0,0,0,0.574,LPJM_2020-05-27_08_36_38_s007.wav,2020-05-27_08_36_38,100.92,111.374,10.454
LPJM,Lectura 7,8,HORARIO DE LA LÍNEA 1 DEL METRO DE LIMA,1,38,0,0,0,0,0,1,0,0,0,1,0,0,0.45,LPJM_2020-05-27_08_36_38_s008.wav,2020-05-27_08_36_38,111.374,115.007,3.634
LPJM,Lectura 7,9,"Por su parte, el Ministerio de Transportes y Comunicaciones (MTC) y la Autoridad de Transporte Urbano para Lima y Callao (ATU) anunciaron que el horario de la Línea 1 del Metro de Lima será de 05:30 a.m. a 12:00 p.m. y por la tarde de 4:00 a 8:00 p.m. Los horarios indican la hora de partida de los primeros y últimos trenes desde las estaciones de Villa El Salvador (Sur-Norte) y Bayóvar (Norte-Sur).",5,"44,45,46,48,49",1,1,1,0,0,2,0,0,0,0,0,0,0.388,LPJM_2020-05-27_08_36_38_s009.wav,2020-05-27_08_36_38,115.007,154.62,39.612
LPJM,Lectura 7,10,"Las autoridades recordaron a la población que al igual que en las unidades del Metropolitano y los corredores, deberán respetar las normas de distanciamiento social e higiene a fin de prevenir contagios de coronavirus.",3,"52,53,54",1,0,0,0,0,2,0,0,0,0,0,0,0.494,LPJM_2020-05-27_08_36_38_s010.wav,2020-05-27_08_36_38,154.62,170.99,16.37
LPJM,Lectura 8,0,Lima registró 800 denuncias por robo durante la cuarentena en mayo,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0.407,LPJM_2020-05-27_09_34_40_s000.wav,2020-05-27_09_34_40,3.43,13.488,10.057
LPJM,Lectura 8,1,"Antes de iniciarse la cuarentena en marzo, los robos en Lima daban un total de 810 actos delictivos mientras que en abril, cuando se inicia con la medida, los robos fueron",3,"3,5,6",0,0,0,0,0,3,0,0,0,1,0,0,0.462,LPJM_2020-05-27_09_34_40_s001.wav,2020-05-27_09_34_40,13.488,28.843,15.355
LPJM,Lectura 8,2,"Durante los primeros días de la cuarentena, el Gobierno informó que la delincuencia había disminuido hasta en un 84 %; sin embargo esa cifra quedó atrás y actualmente la incidencia delictiva está alcanzando las cifras de un día normal.",2,"9,10",0,0,0,0,0,2,0,0,0,1,0,0,0.238,LPJM_2020-05-27_09_34_40_s002.wav,2020-05-27_09_34_40,28.843,48.54,19.698
LPJM,Lectura 8,3,"Los delincuentes han vuelto a las calles e incluso asaltan los puestos de abarrotes, boticas y otros centros que tienen permiso para trabajar durante el aislamiento social obligatorio.",2,"16,17",0,1,0,0,0,1,0,0,0,0,0,0,0.291,LPJM_2020-05-27_09_34_40_s003.wav,2020-05-27_09_34_40,48.54,64.203,15.662
LPJM,Lectura 8,4,Solo en Lima se han registrado hasta 800 robos.,1,19,0,0,0,0,0,1,0,0,0,0,0,0,0.962,LPJM_2020-05-27_09_34_40_s004.wav,2020-05-27_09_34_40,64.203,68.44,4.237
LPJM,Lectura 8,5,"El coronel Carlos Céspedes, jefe de Robos de la Dirección de Investigación Criminal (Dirincri), señaló para Cuarto Poder que ""el modus operandi es el raqueteo”.",2,"21,23",1,1,0,0,0,1,0,0,0,0,0,0,0.422,LPJM_2020-05-27_09_34_40_s005.wav,2020-05-27_09_34_40,68.44,83.532,15.093
LPJM,Lectura 8,6,Esta modalidad tiene como principal característica el uso de un trasporte de donde bajan los sujetos con armas mientras otro hace de ‘campana’.,2,"25,26",0,0,0,0,0,2,0,0,0,0,0,0,0.526,LPJM_2020-05-27_09_34_40_s006.wav,2020-05-27_09_34_40,83.532,94.94,11.407
LPJM,Lectura 8,7,"Antes de iniciarse la cuarentena en marzo, los robos en Lima daban un total de 810 actos delictivos mientras que en abril, cuando se inicia con la medida se registraron solo 290.",4,"29,30,31,33",0,0,1,0,0,3,0,0,0,0,0,0,0.598,LPJM_2020-05-27_09_34_40_s007.wav,2020-05-27_09_34_40,94.94,110.903,15.963
LPJM,Lectura 8,8,Actualmente las cifras han vuelto a la normalidad y solo en el mes de mayo se reportaron 800 denuncias en la capital.,2,"35,36",0,0,0,0,0,2,0,0,0,0,0,0,0.56,LPJM_2020-05-27_09_34_40_s008.wav,2020-05-27_09_34_40,110.903,119.94,9.037
LPJM,Lectura 8,9,Agentes de la Dirincri vienen elaborando un plan de acción contra la criminalidad para evitar que aumenten las cifras de delincuencia pues con el termino de la cuarentena esto podría descontrolarse.,2,"38,39",0,0,0,0,0,2,0,0,0,0,0,0,0.556,LPJM_2020-05-27_09_34_40_s009.wav,2020-05-27_09_34_40,119.94,134.69,14.75
LPJM,Lectura 9,0,Declaran duelo en provincia de Andahuaylas por asesinato de niñas,3,"0,1,2",0,0,2,0,0,1,0,0,0,0,0,0,0.422,LPJM_2020-05-27_09_40_28_s000.wav,2020-05-27_09_40_28,2.65,12.982,10.333
LPJM,Lectura 9,1,El alcalde de Andahuaylas dijo que el consejo municipal se reunirá próximamente y se tomarán “acciones radicales” para frenar la delincuencia en la provincia.,2,"5,6",0,0,0,0,0,2,0,0,0,0,0,0,0.497,LPJM_2020-05-27_09_40_28_s001.wav,2020-05-27_09_40_28,12.982,25.479,12.496
LPJM,Lectura 9,2,"El alcalde de Andahuaylas, Abel Gutiérrez, informó que se ha declarado duelo provincial por dos días y que procederán a izar la bandera a media asta, a raíz del caso de violación y asesinato de dos menores que ha conmocionado a los ciudadanos.",3,"8,12,13",0,0,0,0,0,3,0,0,0,0,0,0,0.433,LPJM_2020-05-27_09_40_28_s002.wav,2020-05-27_09_40_28,25.479,47.6,22.121
LPJM,Lectura 9,3,"En declaraciones al noticiero de ""Latina"", indicó que el consejo municipal se reunirá próximamente y se tomarán “acciones radicales” para frenar la delincuencia en la provincia.    “Pudo ser un familiar de cualquier ciudadano.",6,"16,18,20,21,22,23",0,0,1,0,0,5,0,0,0,1,0,0,0.509,LPJM_2020-05-27_09_40_28_s003.wav,2020-05-27_09_40_28,47.6,76.144,28.544
LPJM,Lectura 9,4,Vamos a tomar acciones radicales y vamos a realizar una lucha frontal contra la delincuencia.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.112,LPJM_2020-05-27_09_40_28_s004.wav,2020-05-27_09_40_28,76.144,82.986,6.843
LPJM,Lectura 9,5,"El consejo municipal se pronunciará en conjunto”, manifestó el burgomaestre provincial.",2,"27,28",0,0,0,0,0,2,0,0,0,0,0,0,0.497,LPJM_2020-05-27_09_40_28_s005.wav,2020-05-27_09_40_28,82.986,90.65,7.664
LPJM,Lectura 9,6,“Tenemos a un monstruo que ha dado cuenta en su testimonial ante la policía.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_09_40_28_s006.wav,2020-05-27_09_40_28,92.47,98.54,6.07
LPJM,Lectura 9,7,"Vamos a levantar la bandera a media asta, porque hemos declarado duelo provincial por dos días”, agregó.",1,32,0,0,0,0,0,1,0,0,0,0,0,0,0.25,LPJM_2020-05-27_09_40_28_s007.wav,2020-05-27_09_40_28,98.54,107.172,8.633
LPJM,Lectura 9,8,"Asimismo, reiteró que pedirán al Ministerio de la Mujer y Poblaciones Vulnerables y al Ministerio del Interior tomar “acciones rápidas y urgentes”.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.19,LPJM_2020-05-27_09_40_28_s008.wav,2020-05-27_09_40_28,107.172,118.38,11.207
LPJM,Lectura 9,9,También lamentó que no haya la cantidad necesaria de policías en las comisarías de algunos distritos.,3,"35,36,37",1,0,0,0,0,1,0,0,1,1,0,0,0.839,LPJM_2020-05-27_09_40_28_s009.wav,2020-05-27_09_40_28,118.38,127.96,9.58
LPJM,Lectura 9,10,"“Vamos a pedir justicia, pedimos a la ministra Gloria Montenegro y al Mininter tomar acciones rápidas y urgentes.",3,"38,39,41",0,0,0,0,0,3,0,0,0,1,0,0,0.649,LPJM_2020-05-27_09_40_28_s010.wav,2020-05-27_09_40_28,127.96,138.32,10.36
LPJM,Lectura 9,11,La escasa cantidad de recursos nos ata las manos.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.321,LPJM_2020-05-27_09_40_28_s011.wav,2020-05-27_09_40_28,138.32,142.36,4.04
LPJM,Lectura 9,12,"Tenemos policías y serenos, pero no hay agentes en los puestos policiales de varios distritos como Chiara, Kaquiabamba y Pacobamba, la delincuencia campea en Andahuaylas”, puntualizó.",3,"42,46,48",0,1,0,0,0,2,0,0,0,1,0,0,0.431,LPJM_2020-05-27_09_40_28_s012.wav,2020-05-27_09_40_28,142.36,159.524,17.164
LPJM,Lectura 9,13,"El domingo fue capturado Maicol Oscco Quispe, quien confesó los crímenes de las dos niñas que habían sido reportadas desaparecidas hace una semana.",1,49,0,0,0,0,0,1,0,0,0,0,0,0,0.414,LPJM_2020-05-27_09_40_28_s013.wav,2020-05-27_09_40_28,159.524,169.856,10.332
LPJM,Lectura 9,14,"A causa de ello, decenas de ciudadanos indignados protagonizaron enfrentamientos con la Policía, en un intento de tomar justicia por sus propias manos.",2,"51,52",0,0,0,0,0,2,0,0,0,0,0,0,0.535,LPJM_2020-05-27_09_40_28_s014.wav,2020-05-27_09_40_28,169.856,180.69,10.834
LPJM,Lectura 10,0,¡CUIDADO! Alertan nueva forma de robo electrónico,2,"0,1",0,1,0,0,0,1,0,0,0,0,0,0,0.721,LPJM_2020-05-27_09_43_21_s000.wav,2020-05-27_09_43_21,2.47,10.64,8.17
LPJM,Lectura 10,1,"Piden las tarjetas para supuestamente anularlas, pero lo que hacen es usar los datos para robar.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_09_43_21_s001.wav,2020-05-27_09_43_21,10.64,18.16,7.52
LPJM,Lectura 10,2,"Si un ‘trabajador’ de un banco lo llama para alertarlo de supuestos ‘movimientos inusuales’ con su tarjeta de crédito, tenga mucho cuidado.",1,4,0,0,0,0,0,1,0,0,0,0,0,0,0.258,LPJM_2020-05-27_09_43_21_s002.wav,2020-05-27_09_43_21,18.16,29.8,11.64
LPJM,Lectura 10,3,"Este podría ser un delincuente y el siguiente paso será que acuda a su casa, le pida su tarjeta y –delante de usted– la corte a fin de garantizarle que quedará anulada.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.071,LPJM_2020-05-27_09_43_21_s003.wav,2020-05-27_09_43_21,29.8,43.92,14.12
LPJM,Lectura 10,4,"Sin embargo, su propósito será llevarse el dispositivo, utilizar la información del mismo y realizar una serie de compras online.",1,6,0,0,0,0,0,1,0,0,0,0,0,0,0.183,LPJM_2020-05-27_09_43_21_s004.wav,2020-05-27_09_43_21,43.92,54.82,10.9
LPJM,Lectura 10,5,Esto es lo que le ocurrió a siete personas en las últimas semanas.,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_09_43_21_s005.wav,2020-05-27_09_43_21,54.82,59.0,4.18
LPJM,Lectura 10,6,"Las denuncias fueron presentadas en la Dirincri y los montos de los robos fueron de entre S/9,500 y S/40,000.",2,"8,10",0,0,0,0,0,2,0,0,0,0,0,0,0.586,LPJM_2020-05-27_09_43_21_s006.wav,2020-05-27_09_43_21,59.0,68.302,9.303
LPJM,Lectura 10,7,"No obstante, hay más denuncias en las Depincris de los distintos distritos de la capital, según lo advirtió el coronel José Cruz, jefe de la División de Estafas.",3,"11,13,14",0,1,0,0,0,1,0,0,0,0,0,0,0.538,LPJM_2020-05-27_09_43_21_s007.wav,2020-05-27_09_43_21,68.302,83.58,15.277
LPJM,Lectura 10,8,El oficial explicó que el falso trabajador del banco cortará la tarjeta y se la llevará.,2,"18,19",0,0,0,0,0,0,0,0,0,0,0,0,0.49,LPJM_2020-05-27_09_43_21_s008.wav,2020-05-27_09_43_21,83.58,90.8,7.22
LPJM,Lectura 10,9,"Si bien esta ya no podrá ser utilizada en un cajero automático o en un dispositivo POS, “sí podrá realizar compras –vía Internet– con los datos que aparecen en la tarjeta, es decir, con el número, la fecha de caducidad y el código de seguridad”.",3,"22,23,25",0,0,0,0,0,3,0,0,0,0,0,0,0.571,LPJM_2020-05-27_09_43_21_s009.wav,2020-05-27_09_43_21,90.8,108.51,17.71
LPJM,Lectura 10,10,"Cruz recordó que los bancos nunca solicitan la devolución de las tarjetas, solo proceden a bloquearlas. -La Policía ha alertado de que existe un mercado negro en el que se comercializan las bases de datos de clientes de bancos y de tiendas por departamento.",5,"28,29,30,32,35",0,1,0,0,0,2,0,0,0,0,0,0,0.589,LPJM_2020-05-27_09_43_21_s010.wav,2020-05-27_09_43_21,111.11,132.75,21.64
LPJM,Lectura 1,0,Bono Familiar Universal: Midis creará nuevo bono para quienes logren inscribirse en la plataforma Reniec,2,"0,3",1,0,0,0,0,1,0,0,0,0,0,0,0.405,LPJM_2020-05-27_10_10_06_s000.wav,2020-05-27_10_10_06,8.51,25.8,17.29
LPJM,Lectura 1,1,"La ministra de Desarrollo e Inclusión Social, Ariela Luna, informó que solo se ha pagado el 32% del bono rural y el 35% del bono familiar universal",2,"4,6",0,0,0,0,0,1,0,0,0,1,0,0,0.349,LPJM_2020-05-27_10_10_06_s001.wav,2020-05-27_10_10_06,25.8,39.221,13.421
LPJM,Lectura 1,2,"La ministra de Desarrollo e Inclusión Social, Ariela Luna, informó que las personas que no puedan acceder al Bono Familiar Universal y logren inscribirse en la plataforma de Reniec, recibirán un nuevo bono.",1,9,0,0,0,0,0,1,0,0,0,0,0,0,0.244,LPJM_2020-05-27_10_10_06_s002.wav,2020-05-27_10_10_06,39.221,54.24,15.019
LPJM,Lectura 1,3,"“Se va a generar un nuevo bono, esto no está cerrado, por eso hemos creado una plataforma para que se inscriban las personas”, señaló la ministra.",4,"12,13,14,15",0,0,0,0,0,4,0,0,0,1,0,0,0.855,LPJM_2020-05-27_10_10_06_s003.wav,2020-05-27_10_10_06,54.24,65.882,11.643
LPJM,Lectura 1,4,"Además, apuntó que solo se ha pagado el 32% del bono rural y el 35% del bono familiar universal.",2,"17,18",0,0,0,0,0,2,0,0,0,0,0,0,0.608,LPJM_2020-05-27_10_10_06_s004.wav,2020-05-27_10_10_06,65.882,75.661,9.779
LPJM,Lectura 1,5,"Durante sesión virtual de la Comisión de Fiscalización y Contraloría, la titular del Midis reconoció que se han cometido errores en el reparto del bono e informó del avance en su entrega.",1,19,0,0,0,0,0,1,0,0,0,0,0,0,0.227,LPJM_2020-05-27_10_10_06_s005.wav,2020-05-27_10_10_06,75.661,88.85,13.189
LPJM,Lectura 1,6,"“Hemos reconocido que el padrón general de hogares era a demanda y no estaba preparado para esto”, apuntó.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.065,LPJM_2020-05-27_10_10_06_s006.wav,2020-05-27_10_10_06,94.15,102.68,8.53
LPJM,Lectura 1,7,"Añadió que, a la fecha, 3.2 millones de hogares han cobrado el bono de S/ 760 para aliviar el impacto económico de la pandemia del COVID-19.",3,"23,24,25",0,0,0,0,0,3,0,0,0,1,0,0,0.478,LPJM_2020-05-27_10_10_06_s007.wav,2020-05-27_10_10_06,102.68,118.04,15.36
LPJM,Lectura 1,8,"En la misma sesión, la viceministra de Políticas y Evaluación Social, Claudia",1,27,0,0,0,0,0,1,0,0,0,0,0,0,0.467,LPJM_2020-05-27_10_10_06_s008.wav,2020-05-27_10_10_06,118.04,124.46,6.42
LPJM,Lectura 1,9,"Benavides, informó que el 0,3% del padrón estaba conformado por fallecidos.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_10_10_06_s009.wav,2020-05-27_10_10_06,124.46,130.78,6.32
LPJM,Lectura 1,10,"“Esa información se limpió y se designó a otro miembro del hogar para que pueda hacer el cobro en una actualización del padrón”, anotó.",1,30,0,0,0,1,1,0,0,0,0,0,0,0,0.254,LPJM_2020-05-27_10_10_06_s010.wav,2020-05-27_10_10_06,130.78,142.613,11.832
LPJM,Lectura 1,11,Añadió que ahora hacen cotejos diarios con la base de datos de fallecidos del Reniec.,2,"34,35",0,0,0,0,0,2,0,0,0,0,0,0,0.803,LPJM_2020-05-27_10_10_06_s011.wav,2020-05-27_10_10_06,142.613,150.08,7.468
LPJM,Lectura 1,12,"Además, sobre el registro de nuevos beneficiarios en el padrón del bono, indicó que se está trabajando en la emisión de mensajes personalizados para los usuarios que no podrán acceder al subsidio.",1,37,0,0,0,0,0,1,0,0,0,0,0,0,0.314,LPJM_2020-05-27_10_10_06_s012.wav,2020-05-27_10_10_06,150.08,164.16,14.08
LPJM,Lectura 2,0,"Maritza García no integrará Unidos por la República ni apoyará a Salaverry Presidente del Congreso, Daniel Salaverry, había anunciado esta noche la conformación de la bancada.",4,"0,1,4,5",0,0,0,0,0,4,0,0,0,1,0,0,0.442,LPJM_2020-05-27_11_10_05_s000.wav,2020-05-27_11_10_05,4.05,26.66,22.61
LPJM,Lectura 2,1,"Maritza García, sin embargo, anunció que continuará con en Cambio 21 y apoyará a Pedro Olaechea a la Mesa Directiva.",2,"6,7",0,0,0,0,0,2,0,0,0,1,0,0,0.439,LPJM_2020-05-27_11_10_05_s001.wav,2020-05-27_11_10_05,26.66,37.8,11.14
LPJM,Lectura 2,2,"Horas movidas hubo esta la noche del miércoles 25 en el Congreso, en medio de la culminación de la legislatura y cierre del plazo para la inscripción de las listas a la Mesa Directiva.",1,11,0,0,0,0,0,1,0,0,0,0,0,0,0.18,LPJM_2020-05-27_11_10_05_s002.wav,2020-05-27_11_10_05,37.8,54.5,16.7
LPJM,Lectura 2,3,"La recién oficializada bancada Unidos por la República se quedó sin su primera integrante, luego que Maritza García señaló que no formará parte de la agrupación parlamentaria.",1,15,0,0,0,0,0,1,0,0,0,0,0,0,0.192,LPJM_2020-05-27_11_10_05_s003.wav,2020-05-27_11_10_05,54.5,70.1,15.6
LPJM,Lectura 2,4,"La bancada fue oficializada mediante solicitud al Oficial Mayor, siendo integrada por 6 congresistas, incluyendo Daniel Salaverry.",0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,LPJM_2020-05-27_11_10_05_s004.wav,2020-05-27_11_10_05,70.1,80.78,10.68
LPJM,Lectura 2,5,"Sin García, quedan 5 parlamentarios, aunque su permanencia peligra si otro legislador deja la agrupación.",1,17,0,0,0,0,0,1,0,0,0,0,0,0,0.372,LPJM_2020-05-27_11_10_05_s005.wav,2020-05-27_11_10_05,80.78,88.843,8.062
