Show,EpId,lectura,sent_idx,clip_name,start_sample,stop_sample,start_s,stop_s,dur_s,n_palabras_ref,n_palabras_asr,anclaje,precision,pal_por_seg,texto_ref,texto_asr
ATMA,2020-06-02_04_16_06,Lectura 52,3,ATMA_2020-06-02_04_16_06_s003.wav,408639,508979,25.54,31.811,6.271,16,16,1.0,1.0,2.55,El Perú es una zona altamente sísmica y por ello se realizan periódicamente simulacros de prevención.,el peru es una zona altamente sismica y por ello se realizaran periodicamente simulacros de prevencion
ATMA,2020-06-02_04_16_06,Lectura 52,4,ATMA_2020-06-02_04_16_06_s004.wav,508979,649880,31.811,40.617,8.806,20,20,1.0,1.0,2.27,Este jueves se realizó el segundo simulacro nacional de sismo y tsunami para concientizar a la población ante estas emergencias.,este jueves se realizo el segundo simulacro nacional de sismo y tsunami para concientizar a la poblacion ante estas emergencias
ATMA,2020-06-02_04_16_06,Lectura 52,5,ATMA_2020-06-02_04_16_06_s005.wav,649880,839360,40.617,52.46,11.842,30,30,1.0,1.0,2.53,La distribución de la actividad sísmica de los últimos 50 años revela que en la costa de Lima no se ha liberado gran energía sísmica desde el terremoto de 1746.,la distribucion de la actividad sismica de los ultimos 50 anos revela que en la costa de lima no se ha liberado gran energia sismica desde el terremoto de 1746
ATMA,2020-06-02_04_16_06,Lectura 52,6,ATMA_2020-06-02_04_16_06_s006.wav,839360,921919,52.46,57.62,5.16,10,10,1.0,1.0,1.94,"Es decir, habría mucha energía acumulada que podría liberarse abruptamente.",es decir habria mucha energia acumulada que podria liberarse abruptamente
ATMA,2020-06-02_04_16_06,Lectura 52,7,ATMA_2020-06-02_04_16_06_s007.wav,921919,1105279,57.62,69.08,11.46,30,29,0.967,1.0,2.53,"La certeza de que habrá un sismo que pase los 8 grados de magnitud, se debe a que hay un silencio sísmico latente y no ha disminuido en ningún momento.",la certeza de que habra un sismo que pase los 8 grados de magnitud se debe que hay un silencio sismico latente y no ha disminuido en ningun momento
ATMA,2020-06-02_04_16_06,Lectura 52,8,ATMA_2020-06-02_04_16_06_s008.wav,1105279,1145740,69.08,71.609,2.529,7,7,1.0,1.0,2.77,"Es decir, no se ha liberado energía.",es decir no se ha liberado energia
ATMA,2020-06-02_04_16_06,Lectura 52,9,ATMA_2020-06-02_04_16_06_s009.wav,1145740,1240319,71.609,77.52,5.911,11,12,1.0,0.917,2.03,Pero ¿A qué nos referimos cuando hablamos de un silencio sísmico?,pero a que nos referimos cuando hablamos de un sismo silencioso sismico
ATMA,2020-06-02_04_16_06,Lectura 52,10,ATMA_2020-06-02_04_16_06_s010.wav,1240319,1621119,77.52,101.32,23.8,49,49,1.0,1.0,2.06,"El presidente ejecutivo del Instituto Geofísico del Perú, Hernando Tavera, nos explica que una “laguna sísmica o zona de silencio sísmico” es una región en la cual no ocurre un sismo importante durante un periodo de años bastante largo, pero que está bordeada por regiones donde ocurrieron sismos recientemente.",el presidente ejecutivo del instituto geofisico del peru hernando tavera nos explica que una laguna sismica o zona de silencio sismico es una region en la cual no ocurre un sismo importante durante un periodo de anos bastante largo pero que esta bordeada por regiones donde ocurrieron sismos recientemente
ATMA,2020-06-02_04_16_06,Lectura 52,11,ATMA_2020-06-02_04_16_06_s011.wav,1621119,1732160,101.32,108.26,6.94,10,10,1.0,1.0,1.44,"En geología, hay un principio, los fenómenos se repiten cíclicamente.",en geologia hay un principio los fenomenos se repiten ciclicamente
ATMA,2020-06-02_04_16_06,Lectura 52,12,ATMA_2020-06-02_04_16_06_s012.wav,1732160,1920920,108.26,120.058,11.797,24,24,1.0,1.0,2.03,"Según los especialistas, existe un silencio sísmico que preocupa y hace prever que la próxima gran liberación de energía está cada día más cerca.",segun los especialistas existe un silencio sismico que preocupa y hace prever que la proxima gran liberacion de energia esta cada dia mas cerca
ATMA,2020-06-02_04_16_06,Lectura 52,13,ATMA_2020-06-02_04_16_06_s013.wav,1920920,2064000,120.058,129.0,8.943,20,20,1.0,1.0,2.24,El estudio más reciente sobre zonas de silencio sísmico en el Perú fue hecho por Hernando Tavera en el 2005.,el estudio mas reciente sobre zonas de silencio sismico en el peru fue hecho por hernando tavera en el 2005
ATMA,2020-06-02_04_16_06,Lectura 52,14,ATMA_2020-06-02_04_16_06_s014.wav,2064000,2256160,129.0,141.01,12.01,36,37,0.972,0.946,3.08,"Dichas zonas se encuentran frente a la región Lima, frente a Pisco, frente a las costas de las localidades de Lomas y Chala y, finalmente, frente a las costas de las regiones de Moquegua y Tacna.",dichas zonas se encuentran frente a la region de lima frente a pisco frente a las costas de la ecolidad de lomas y chala y finalmente frente a las costas de las regiones de moquegua y tajna
ATMA,2020-06-02_04_16_22,Lectura 53,0,ATMA_2020-06-02_04_16_22_s000.wav,10719,66459,0.67,4.154,3.484,7,7,1.0,1.0,2.01,Destinan más policías y patrulleros para Surco,destinan mas policias y patrulleros para surco
ATMA,2020-06-02_04_16_22,Lectura 53,1,ATMA_2020-06-02_04_16_22_s001.wav,66459,224440,4.154,14.027,9.874,19,18,0.895,0.944,1.82,El Ministerio del Interior anuncia que también se reforzará seguridad con personal de la Sub Unidad de Acciones Tácticas,el ministerio del interior anuncia que tambien se reforzara seguridad con personal de la subunidad de acciones tacticas
ATMA,2020-06-02_04_16_22,Lectura 53,2,ATMA_2020-06-02_04_16_22_s002.wav,224440,507380,14.027,31.711,17.684,36,36,0.972,0.972,2.04,"Tras las denuncias de los vecinos de Surco sobre continuos asaltos a mano armada en su distrito, ayer el Ministerio del Interior anunció que reforzará la seguridad en esa jurisdicción con más policías, motos y patrulleros.",tras la denuncia de los vecinos de surco sobre continuos asaltos a mano armada en su distrito ayer el ministerio del interior anuncio que reforzara la seguridad de esa jurisdiccion con mas policias motos y patrulleros
ATMA,2020-06-02_04_16_22,Lectura 53,3,ATMA_2020-06-02_04_16_22_s003.wav,507380,730240,31.711,45.64,13.929,37,36,0.946,0.972,2.58,"Es más, de acuerdo a la nota de prensa, habrá agentes de la Sub Unidad de Acciones Tácticas “contando incluso con francotiradores para hacer frente a las bandas de asaltantes y raqueteros que actúan en el distrito”.",es mas de acuerdo a la nota de prensa habra agentes de la subunidad de acciones tacticas contando incluso con francotiradores para hacer frente a las bandas de saltantes y raqueteros que actuan en el distrito
ATMA,2020-06-02_04_16_22,Lectura 53,4,ATMA_2020-06-02_04_16_22_s004.wav,730240,1019840,45.64,63.74,18.1,38,38,1.0,1.0,2.1,"Este hecho llamó la atención, por lo que se consultó al jefe de la Región Policial Lima, general Mario Arata, en qué consistía la presencia de francotiradores en Surco y lo que esto podía representar para los vecinos.",este hecho llamo la atencion por lo que se consulto al jefe de la region policial lima general mario arata en que consistia la presencia de francotiradores en surco y lo que esto podia representar para los vecinos
ATMA,2020-06-02_04_16_22,Lectura 53,5,ATMA_2020-06-02_04_16_22_s005.wav,1019840,1255160,63.74,78.448,14.707,22,22,0.955,0.955,1.5,"El oficial respondió: “Son equipos especiales debidamente entrenados que pueden enfrentar cualquier situación de crisis y emergencia, pero que harán patrullaje normal.",el oficial respondio con equipos especiales debidamente entrenados que puedan enfrentar cualquier situacion de crisis y emergencia pero que haran patrullaje normal
ATMA,2020-06-02_04_16_22,Lectura 53,6,ATMA_2020-06-02_04_16_22_s006.wav,1255160,1396799,78.448,87.3,8.852,10,11,1.0,1.0,1.24,"Ante cualquier requerimiento de una emergencia, serán convocados a intervenir”.",ante cualquier requerimiento de una emergencia seran convocados a intervenir estrategia
ATMA,2020-06-02_04_16_22,Lectura 53,7,ATMA_2020-06-02_04_16_22_s007.wav,1396799,1574720,87.3,98.42,11.12,25,26,1.0,1.0,2.34,"Si bien la noticia ha generado satisfacción entre los vecinos del citado distrito, la pregunta es qué ocurrirá en otras jurisdicciones con altos índices delincuenciales.",integral si bien la noticia ha generado satisfaccion entre los vecinos del citado distrito la pregunta es que ocurrira en otras jurisdicciones con altos indices delincuenciales
ATMA,2020-06-02_04_16_22,Lectura 53,8,ATMA_2020-06-02_04_16_22_s008.wav,1574720,1861760,98.42,116.36,17.94,38,39,0.947,0.947,2.17,"Al respecto, el exviceministro del Interior Ricardo Valdés señaló: “Me parece bien que pueda generarse una respuesta inmediata, pero, por otro lado, me parece mal que no se esté pensando en una estrategia integral para toda Lima Metropolitana”.",a respecto el ex viceministro del interior ricardo valdes senalo me parece bien que pueda generarse una respuesta inmediata pero por otro lado me parece mal que no se esta pensando en una estrategia integral para toda lima metropolitana
ATMA,2020-06-02_04_16_22,Lectura 53,9,ATMA_2020-06-02_04_16_22_s009.wav,1861760,1989880,116.36,124.368,8.008,19,19,1.0,1.0,2.37,“Lo que estamos viendo ahorita son solo acciones reactivas y con ello siempre llegamos después de cometido el delito.,lo que estamos viendo ahora son solo acciones reactivas y con ellos siempre llegamos despues de cometido el delito
ATMA,2020-06-02_04_16_22,Lectura 53,10,ATMA_2020-06-02_04_16_22_s010.wav,1989880,2041220,124.368,127.576,3.209,7,8,1.0,0.875,2.49,Tiene que haber mucha labor de inteligencia.,tiene que haber una mucha labor de inteligencia
ATMA,2020-06-02_04_16_22,Lectura 53,11,ATMA_2020-06-02_04_16_22_s011.wav,2041220,2449759,127.576,153.11,25.534,63,63,0.984,0.984,2.47,"Hay que ver el problema en su conjunto”, indicó. -De acuerdo al Ministerio del Interior, 10 patrulleros del Escuadrón de Emergencia Sur, uno de la Región Policial Lima y 23 camionetas se sumarán a las labores de seguridad en Surco. -El jefe de la Región Policial Lima, general Mario Arata, dijo que similar medida se aplicará en distritos como San Juan de Lurigancho.",hay que ver el problema en su conjunto indico de acuerdo al ministerio de interior 10 patrulleros del escuadron de emergencia sur 1 de la region policial lima y 23 camionetas se sumaron a las labores de seguridad en surco el jefe de la region policial lima general mario arata dijo que similar medida se aplicara en distritos como san juan del urigancho
ATMA,2020-06-02_04_16_38,Lectura 54,0,ATMA_2020-06-02_04_16_38_s000.wav,0,129920,0.0,8.12,8.12,17,18,1.0,1.0,2.22,Empleo femenino se incrementó en 4.9% La brecha salarial es la otra cara de la moneda.,el empleo femenino se incremento en 4 9 la brecha salarial es la otra cara de la moneda
ATMA,2020-06-02_04_16_38,Lectura 54,1,ATMA_2020-06-02_04_16_38_s001.wav,129920,202200,8.12,12.637,4.518,9,9,1.0,1.0,1.99,Las mujeres ganan casi 30% menos que los hombres.,las mujeres ganan casi 30 menos que los hombres
ATMA,2020-06-02_04_16_38,Lectura 54,2,ATMA_2020-06-02_04_16_38_s002.wav,202200,374399,12.637,23.4,10.762,22,22,1.0,1.0,2.04,"Mayor presencia de mujeres. Entre junio y agosto de este año, el empleo femenino adecuado creció en 55,100 personas en Lima",mayor presencia de mujeres entre junio y agosto de este ano el empleo femenino adecuado crecio en 55 100 personas en lima
ATMA,2020-06-02_04_16_38,Lectura 54,3,ATMA_2020-06-02_04_16_38_s003.wav,374399,507199,23.4,31.7,8.3,17,17,0.941,0.941,2.05,"Metropolitana, lo que significó un incremento de 4.9%, informó el Instituto Nacional de Estadística e Informática.",metropolitana lo que significo el incremento del 4 9 informo el instituto nacional de estadistica e informatica
ATMA,2020-06-02_04_16_38,Lectura 54,4,ATMA_2020-06-02_04_16_38_s004.wav,507199,694460,31.7,43.404,11.704,20,20,1.0,1.0,1.71,"En tanto, la población masculina adecuadamente empleada se redujo en 8,900 personas, cayendo 0.4%, respecto al año pasado.",en tanto la poblacion masculina adecuadamente empleada se redujo en 8 900 personas cayendo 0 4 respecto al ano pasado
ATMA,2020-06-02_04_16_38,Lectura 54,5,ATMA_2020-06-02_04_16_38_s005.wav,694460,817919,43.404,51.12,7.716,21,21,0.952,0.952,2.72,El informe del Instituto Nacional de Estadística e Informática además confirma que aún existe una amplia brecha salarial entre ambos sexos.,el informe del instituto nacional de estadistica y informatica ademas confirma que aun existe una amplia brecha salarial entre ambos sexos
ATMA,2020-06-02_04_16_38,Lectura 54,6,ATMA_2020-06-02_04_16_38_s006.wav,817919,996620,51.12,62.289,11.169,22,20,0.773,0.895,1.79,"En Lima, las mujeres ganan en promedio S/1,419.4, mientras que los hombres perciben ingresos de S/1,963.9.",en lima las mujeres ganan un promedio de 1 419 mientras que los hombres perciben ingresos de 1 963 90
ATMA,2020-06-02_04_16_38,Lectura 54,7,ATMA_2020-06-02_04_16_38_s007.wav,996620,1060799,62.289,66.3,4.011,8,8,1.0,1.0,1.99,Lo que revela una diferencia de casi 30%.,lo que revela una diferencia de casi 30
ATMA,2020-06-02_04_16_38,Lectura 54,8,ATMA_2020-06-02_04_16_38_s008.wav,1060799,1305599,66.3,81.6,15.3,33,34,0.879,0.853,2.22,"El salario promedio en la capital registra una media de S/1,717.1, lo cual significó una ligera disminución de S/4.4, con relación al mismo periodo durante el año pasado.",el salario promedio en la capital registra una medida de 1 717 10 lo cual significo una ligera disminucion de 4 soles con 40 centimos con relacion al mismo periodo durante el ano pasado
ATMA,2020-06-02_04_16_38,Lectura 54,9,ATMA_2020-06-02_04_16_38_s009.wav,1305599,1580160,81.6,98.76,17.16,36,36,1.0,1.0,2.1,"Por otro lado, el empleo en personas mayores de 45 años creció en 47,000 puestos, incrementándose en 5.3%, y el que ocupan los que tienen entre 14 y 24 años cayó en 4.6%.",por otro lado el empleo en personas mayores de 45 anos crecio en 47 000 puestos incrementandose en 5 3 y el que ocupan los que tienen entre 14 y 24 anos cayo en 4 6
ATMA,2020-06-02_04_16_38,Lectura 54,10,ATMA_2020-06-02_04_16_38_s010.wav,1580160,1604460,98.76,100.279,1.519,2,2,1.0,1.0,1.32,Por sectores,por sectores
ATMA,2020-06-02_04_16_38,Lectura 54,11,ATMA_2020-06-02_04_16_38_s011.wav,1604460,1780739,100.279,111.296,11.017,19,19,1.0,1.0,1.72,"En el rubro de construcción, los empleos aumentaron en 2.7%, pasando de 381,100 personas a 391,300.",en el rubro de construccion los empleos aumentaron en 2 7 pasando de 381 100 personas a 391 300
ATMA,2020-06-02_04_16_38,Lectura 54,12,ATMA_2020-06-02_04_16_38_s012.wav,1780739,2152000,111.296,134.5,23.204,20,20,1.0,1.0,0.86,"También aumentaron los puestos de trabajo en el sector servicios, creciendo de 2’800,400 personas a 2’835,500.",tambien aumentaron los puestos de trabajo en el sector servicios creciendo de 2 800 400 personas a 2 835 500
ATMA,2020-06-02_04_16_38,Lectura 54,13,ATMA_2020-06-02_04_16_38_s013.wav,2152000,2340980,134.5,146.311,11.811,13,16,1.0,0.867,1.35,"Sin embargo, disminuyeron en los sectores comercio (-2.8%) y manufactura (-5.1%).",sin embargo disminuyeron en los sectores comercio menos 2 8 y manufactura menos 5 1 dato
ATMA,2020-06-02_04_16_38,Lectura 54,14,ATMA_2020-06-02_04_16_38_s014.wav,2340980,2486719,146.311,155.42,9.109,20,20,0.9,0.9,2.2,La Población Económicamente Activa femenina se incrementó en 0.8%; mientras la Población Económicamente Activa masculina disminuyó en 0.7%.,la poblacion economica activa femenina se incremento en 0 8 mientras la poblacion economica activa masculina disminuyo en 0 7
ATMA,2020-06-02_04_16_38,Lectura 54,15,ATMA_2020-06-02_04_16_38_s015.wav,2486719,2631040,155.42,164.44,9.02,19,19,0.947,0.947,2.11,"Así, la Población Económicamente Activa de Lima Metropolitana aumentó en 18,200 mujeres y disminuyó en 20,100 hombres.",asi la poblacion economica activa de lima metropolitana aumento en 18 200 mujeres y disminuyo en 20 100 hombres
ATMA,2020-06-02_04_16_38,Lectura 54,16,ATMA_2020-06-02_04_16_38_s016.wav,2631040,2738400,164.44,171.15,6.71,12,13,1.0,0.923,1.94,Lo que quiere decir que el 53.7% es conformado por hombres.,lo que quiere decir que el 53 7 es conformado por los hombres
ATMA,2020-06-02_04_42_08,Lectura 55,0,ATMA_2020-06-02_04_42_08_s000.wav,18720,168180,1.17,10.511,9.341,17,17,1.0,1.0,1.82,Asaltan a visitantes del 'Parque de las Leyendas' luego causar pánico con el falso escape de león,asaltan a visitantes del parque de las leyendas luego causar panico con el falso escape de leon
ATMA,2020-06-02_04_42_08,Lectura 55,1,ATMA_2020-06-02_04_42_08_s001.wav,168180,433720,10.511,27.108,16.596,40,40,0.975,0.975,2.41,"A través de un comunicado, la Municipalidad de Lima informó que un grupo de extranjeros intentó atemorizar a usuarios del zoológico para hacerse con sus objetos de valor. precisaron que reforzarán la seguridad al interior del Parque de las Leyendas.",a traves de un comunicado la municipalidad de lima informo que un grupo de extranjeros intento atemorizar a usuarios del zoologico para hacerse con sus objetivos de valor precisaron que reforzaran la seguridad del interior del parque de las leyendas
ATMA,2020-06-02_04_42_08,Lectura 55,2,ATMA_2020-06-02_04_42_08_s002.wav,433720,673240,27.108,42.078,14.97,34,36,1.0,0.944,2.4,"Varias familias vivieron momentos de terror el último domingo en el Parque de las Leyendas luego de que un grupo de ciudadanos extranjeros difundiera el rumor que un ""león había escapado de su jaula"".",varias familias vivieron momentos de terror el ultimo domingo en el parque de las leyendas luego de que un grupo de ciudadanos extranjeros difundiera el rumor de que un leon se habia escapado de su jaula
ATMA,2020-06-02_04_42_08,Lectura 55,3,ATMA_2020-06-02_04_42_08_s003.wav,673240,850880,42.078,53.18,11.102,28,28,1.0,1.0,2.52,"Según informó Ojo, los venezolanos aprovecharon que las personas que se encontraban celebrando el Día del Niño con sus pequeños para generar caos y así robarles sus pertenencias.",segun informo ojo los venezolanos aprovecharon que las personas que se encontraron celebrando el dia del nino con sus pequenos para generar caos y asi robarles sus pertenencias
ATMA,2020-06-02_04_42_08,Lectura 55,4,ATMA_2020-06-02_04_42_08_s004.wav,850880,1054720,53.18,65.92,12.74,28,27,0.929,0.963,2.12,"El hecho ocurrió al promediar las 3 p.m. en el área del felinario, donde los extranjeros comenzaron a gritar que uno de los leones se encontraba suelto.",el hecho ocurrio al promediar las 3 pm en el area del felino donde los extranjeros comenzaron a gritar que uno de los leones se encontraba suelto
ATMA,2020-06-02_04_42_08,Lectura 55,5,ATMA_2020-06-02_04_42_08_s005.wav,1054720,1262879,65.92,78.93,13.01,27,27,1.0,1.0,2.08,"En las imágenes compartidas por el citado medio se observa como los padres de familia corren con sus hijos en brazos atemorizados, generando caos en el lugar.",en las imagenes compartidas por el citado medio se observa como los padres de familia corren con sus hijos en brazos atemorizados generando caos en el lugar
ATMA,2020-06-02_04_42_08,Lectura 55,6,ATMA_2020-06-02_04_42_08_s006.wav,1293920,1366400,80.87,85.4,4.53,11,11,1.0,1.0,2.43,"“Estábamos con coches, con los bebés en los brazos y corrimos.",estabamos con coches con los bebes en los brazos y corrimos
ATMA,2020-06-02_04_42_08,Lectura 55,7,ATMA_2020-06-02_04_42_08_s007.wav,1366400,1569820,85.4,98.114,12.714,27,27,1.0,1.0,2.12,"Fue horrible... (pero) fueron unos venezolanos que estaban robando, que estaban peleando y todo lo demás, fue por eso que hubo todo ese alboroto”, contó un testigo.",fue horrible pero fueron unos venezolanos que estaban robando que estaban peleando y todo lo demas fue por eso que hubo todo este alboroto conto un testigo
ATMA,2020-06-02_04_42_08,Lectura 55,8,ATMA_2020-06-02_04_42_08_s008.wav,1569820,1751900,98.114,109.494,11.38,33,33,1.0,1.0,2.9,"A través de un comunicado, la Municipalidad de Lima indicó que todo inició a causa de un grupo de ciudadanos venezolanos que difundieron la falsa noticia de que un león se había escapado.",a traves de un comunicado la municipalidad de lima indico que todo inicio a causa de un grupo de ciudadanos venezolanos que difundieron la falsa noticia de que un leon se habia escapado
ATMA,2020-06-02_04_42_08,Lectura 55,9,ATMA_2020-06-02_04_42_08_s009.wav,1751900,1888520,109.494,118.032,8.539,19,19,1.0,1.0,2.23,"Asimismo, el documento señala que los extranjeros tenían la intención de sustraer las pertenencias del público aprovechando el caos.",asimismo el documento senala que los extranjeros tenian la intencion de sustraer las pertenencias del publico aprovechando el caos
ATMA,2020-06-02_04_42_08,Lectura 55,10,ATMA_2020-06-02_04_42_08_s010.wav,1888520,2047240,118.032,127.953,9.92,18,18,1.0,1.0,1.81,"Ante esta situación, la comuna metropolitana precisó que reforzará la seguridad al interior del Parque de las Leyendas.",ante esta situacion la comuna metropolitana preciso que reforzara la seguridad al interior del parque de las leyendas
ATMA,2020-06-02_04_42_08,Lectura 55,11,ATMA_2020-06-02_04_42_08_s011.wav,2047240,2137120,127.953,133.57,5.617,10,10,1.0,1.0,1.78,"Tras esclarecerse el hecho, el establecimiento continúo atendiendo con normalidad.",tras aclarecerse el hecho el establecimiento continuo atendiendo con normalidad
ATMA,2020-06-02_04_42_23,Lectura 56,0,ATMA_2020-06-02_04_42_23_s000.wav,16479,166540,1.03,10.409,9.379,19,19,1.0,1.0,2.03,Coronavirus en Perú: a 164.476 se elevó el número de casos confirmados de COVID-19 en el país,coronavirus en peru a 164 476 se elevo el numero de casos confirmados de covid 19 en el pais
ATMA,2020-06-02_04_42_23,Lectura 56,1,ATMA_2020-06-02_04_42_23_s001.wav,166540,357099,10.409,22.319,11.91,22,22,1.0,1.0,1.85,"La cifra de contagiados por coronavirus tuvo un nuevo incremento este domingo, pasando de 155.671 a 164.476 según el Minsa.",la cifra de contagiados por coronavirus tuvo un nuevo incremento este domingo pasando de 155 671 a 164 476 segun el minsa
ATMA,2020-06-02_04_42_23,Lectura 56,2,ATMA_2020-06-02_04_42_23_s002.wav,357099,522979,22.319,32.686,10.367,29,27,0.931,1.0,2.6,El Ministerio de Salud informó este domingo 31 de mayo que se elevó a 164.476 el número de casos por el nuevo coronavirus (COVID-19) en el país.,el ministerio de salud informo este domingo 31 de mayo que se elevo a 164 476 el numero de casos por el nuevo coronavirus en el pais
ATMA,2020-06-02_04_42_23,Lectura 56,3,ATMA_2020-06-02_04_42_23_s003.wav,522979,589779,32.686,36.861,4.175,7,7,1.0,1.0,1.68,Hasta ayer se habían reportado 155.671.,hasta ayer se habian reportado 155 671
ATMA,2020-06-02_04_42_23,Lectura 56,4,ATMA_2020-06-02_04_42_23_s004.wav,589779,703880,36.861,43.992,7.131,19,19,1.0,1.0,2.66,Este anuncio se dio en el día 77 del estado de emergencia y aislamiento social vigente en el Perú.,este anuncio se dio en el dia 77 del estado de emergencia y aislamiento social vigente en el peru
ATMA,2020-06-02_04_42_23,Lectura 56,5,ATMA_2020-06-02_04_42_23_s005.wav,703880,823800,43.992,51.487,7.495,18,18,1.0,1.0,2.4,El Poder Ejecutivo dispuso la extensión del estado de emergencia nacional hasta el día martes 30 de junio.,el poder ejecutivo dispuso la extension del estado de emergencia nacional hasta el dia martes 30 de junio
ATMA,2020-06-02_04_42_23,Lectura 56,6,ATMA_2020-06-02_04_42_23_s006.wav,823800,879980,51.487,54.999,3.511,11,11,1.0,1.0,3.13,Este rige en el país desde el pasado 16 de marzo.,este rige en el pais desde el pasado 16 de marzo
ATMA,2020-06-02_04_42_23,Lectura 56,7,ATMA_2020-06-02_04_42_23_s007.wav,879980,1007240,54.999,62.953,7.954,18,18,1.0,1.0,2.26,La medida implica el aislamiento y la inmovilización obligatoria a fin de prevenir la propagación del COVID-19.,la medida implica el aislamiento y la inmovilizacion obligatoria a fin de prevenir la propagacion del covid 19
ATMA,2020-06-02_04_42_23,Lectura 56,8,ATMA_2020-06-02_04_42_23_s008.wav,1007240,1746440,62.953,109.153,46.2,105,103,0.933,0.951,2.23,"Desde el 25 de mayo, la inmovilización social obligatoria (toque de queda) va desde las 9 p.m. hasta las 4 a.m. en casi todo el país, a excepción de las regiones Tumbes, Lambayeque, La Libertad, Loreto, Ucayali, Ica, Piura y tres provincias de Áncash (Santa, Casma y Huarmey) donde será de 6 p.m. a 4 a.m. Entre las recientes medidas implementadas por el Gobierno que rigen desde el lunes 25, está que las personas pueden tramitar pases vehiculares distritales, que les permitirán utilizar sus vehículos particulares para el abastecimiento de alimentos, medicinas y servicios financieros en los distritos en donde residen.",desde el 25 de mayo la inmovilizacion social obligatoria toque de queda va desde las 9 pm hasta las 4 am en casi todo el pais a excepcion en las regiones tumbes lambayeque la libertad loreto cayali y capiura y tres provincias de ancash santa casma y warmey donde sera de 6 p m a 4 a m entre las recientes medidas implementadas por el gobierno que rige desde el lunes 25 esta que las personas puedan tramitar pases vehiculares distritales que les permitiran utilizar sus vehiculos particulares para el abastecimiento de alimentos medicinas y servicios financieros en los distritos en donde residen
ATMA,2020-06-02_04_42_23,Lectura 56,9,ATMA_2020-06-02_04_42_23_s009.wav,1746440,2059560,109.153,128.722,19.57,47,47,1.0,1.0,2.4,"De igual forma, desde el 25 de mayo nuevas actividades económicas han vuelto a operar, en lo que será el inicio de una nueva etapa de la reactivación productiva, entre ellas se encuentra el comercio electrónico y el servicio de peluquería a domicilio, entre varios otros servicios.",de igual forma desde el 25 de mayo nuevas actividades economicas han vuelto a operar en lo que sera el inicio de una nueva etapa de la reactivacion productiva entre ellas se encuentra el comercio electronico y el servicio de peluqueria a domicilio entre varios otros servicios
ATMA,2020-06-02_04_42_23,Lectura 56,10,ATMA_2020-06-02_04_42_23_s010.wav,2059560,2255560,128.722,140.972,12.25,39,39,0.974,0.974,3.18,Otra de las medidas implementas es la salida de menores hasta los 14 años por el lapso de media hora y a 500 metros de distancia de sus hogares que comenzó a regir desde el lunes 18 de mayo.,otra de las medidas implementadas es la salida de menores hasta los 14 anos por el lapso de media hora y a 500 metros de distancia de los hogares que comenzo a regir desde el lunes 18 de mayo
ATMA,2020-06-02_04_42_23,Lectura 56,11,ATMA_2020-06-02_04_42_23_s011.wav,2255560,2508960,140.972,156.81,15.838,36,36,1.0,1.0,2.27,"Sin embargo, el Ministerio de Salud emitió una alerta epidemiológica, en la cual indica que los menores que residen en distritos y departamentos con alto riesgo no deberán salir al paseo diario dispuesto por el Gobierno.",sin embargo el ministerio de salud emitio una alerta epidemiologica en la cual indica que los menores que residen en distritos y departamentos con alto riesgo no deberan salir al paseo diario dispuesto por el gobierno
ATMA,2020-06-02_04_42_38,Lectura 57,0,ATMA_2020-06-02_04_42_38_s000.wav,24159,146520,1.51,9.158,7.648,13,14,1.0,1.0,1.83,Gremio mundial de transporte marítimo advierte intrusión del Gobierno peruano en comercio exterior,el gremio mundial de transporte maritimo advierte intrusion del gobierno peruano en comercio exterior
ATMA,2020-06-02_04_42_38,Lectura 57,1,ATMA_2020-06-02_04_42_38_s001.wav,146520,425920,9.158,26.62,17.462,32,32,1.0,1.0,1.83,"El pasado 9 de mayo, el Gobierno emitió el Decreto Legislativo 1492 que “aprueba disposiciones para la reactivación, continuidad y eficiencia de las operaciones vinculadas a la cadena logística de comercio exterior”.",el pasado 9 de mayo el gobierno emitio el decreto legislativo 1492 que aprueba disposiciones para la reactivacion continuidad y eficiencia de las operaciones vinculadas a la cadena logistica del comercio exterior
ATMA,2020-06-02_04_42_38,Lectura 57,2,ATMA_2020-06-02_04_42_38_s002.wav,425920,546880,26.62,34.18,7.56,12,12,0.917,0.917,1.59,El Consejo Mundial de Transporte Marítimo calificó de “medida intrusiva” al Decreto,el consejo mundial de transporte maritimo califico de medida intrusiva el decreto
ATMA,2020-06-02_04_42_38,Lectura 57,3,ATMA_2020-06-02_04_42_38_s003.wav,546880,659840,34.18,41.24,7.06,13,13,1.0,1.0,1.84,"Legislativo 1492, que regula los costos de transacción del comercio marítimo de mercancías.",legislativo 1492 que regula los costos de transaccion del comercio maritimo de mercancias
ATMA,2020-06-02_04_42_38,Lectura 57,4,ATMA_2020-06-02_04_42_38_s004.wav,659840,1035800,41.24,64.737,23.497,45,45,1.0,1.0,1.92,"En una comunicación formal dirigida al presidente Martín Vizcarra, la entidad que agrupa al 90% del transporte marítimo mundial advirtió que la norma en cuestión violenta los contratos de transporte suscritos por privados bajo la legislación internacional y representa una amenaza para el comercio exterior.",en una comunicacion formal dirigida al presidente martin vizcarra la entidad que agrupa al 90 del transporte maritimo mundial advirtio que la norma en cuestion violenta los contratos de transportes suscritos por privados bajo la legislacion internacional y representa una amenaza para el comercio exterior
